,date,area,totalcases,MHI,MCI,btc_price,eth_price,month
654,27/02/2020,Worldwide,82737,14.23,46.31,8818.6,227.53,2
655,26/02/2020,Worldwide,81380,11.63,43,8800.3,224.3,2
656,25/02/2020,Worldwide,80398,12.77,41.51,9317.2,246.96,2
657,24/02/2020,Worldwide,79552,12.02,41.22,9662.7,265.65,2
658,23/02/2020,Worldwide,78963,9.27,36.84,9942.7,274.72,2
659,22/02/2020,Worldwide,78577,9.96,35.43,9655.7,261.64,2
660,21/02/2020,Worldwide,76821,8.7,36.01,9684.5,265.11,2
661,20/02/2020,Worldwide,76177,8.77,36.49,9602.4,257.39,2
662,19/02/2020,Worldwide,75619,10.43,39.91,9609.4,259.12,2
663,18/02/2020,Worldwide,75116,11.26,39.55,10158.4,282.26,2
664,17/02/2020,Worldwide,73238,10.16,40.06,9701.4,267.63,2
665,16/02/2020,Worldwide,71204,8.86,37.67,9932.3,259.99,2
666,15/02/2020,Worldwide,69011,9.11,37.85,9907.7,264.87,2
667,14/02/2020,Worldwide,66868,9.89,39.8,10333,285.25,2
668,13/02/2020,Worldwide,60351,9.25,38.66,10235.1,268.75,2
669,12/02/2020,Worldwide,45204,8.95,38.07,10317.7,265.58,2
670,11/02/2020,Worldwide,44785,9.83,37.24,10229.5,236.76,2
671,10/02/2020,Worldwide,42745,10.38,41.74,9854.1,222.95,2
672,09/02/2020,Worldwide,40135,9.45,39.66,10151.5,228.59,2
673,08/02/2020,Worldwide,37105,8.83,39.45,9895.5,223.23,2
674,07/02/2020,Worldwide,34380,9.31,37.3,9818.6,223.51,2
675,06/02/2020,Worldwide,30806,10.44,37.66,9772,213.16,2
676,05/02/2020,Worldwide,27624,10.5,37.03,9611.8,203.83,2
677,04/02/2020,Worldwide,23882,11.12,38.57,9193.9,188.93,2
678,03/02/2020,Worldwide,19873,12.33,45.81,9296.6,189.79,2
679,02/02/2020,Worldwide,16779,10.41,42.32,9334.9,188.5,2
680,01/02/2020,Worldwide,12030,11.27,40.39,9381.6,183.64,2
681,31/01/2020,Worldwide,9917,9.85,37.71,9349.1,179.91,1
682,30/01/2020,Worldwide,8227,9.82,36.28,9507.3,184.59,1
683,29/01/2020,Worldwide,6158,9.06,34.2,9298.9,173.86,1
684,28/01/2020,Worldwide,5574,7.79,31.94,9377.3,175.74,1
685,27/01/2020,Worldwide,2923,8.93,37.63,8866.6,170.27,1
686,26/01/2020,Worldwide,2114,7.91,31.91,8607.8,167.9,1
687,25/01/2020,Worldwide,1434,6.21,28.89,8341.6,160.44,1
688,24/01/2020,Worldwide,941,5.36,24.7,8439.9,162.55,1
689,23/01/2020,Worldwide,1097,4.27,21.91,8405.1,162.8,1
690,22/01/2020,Worldwide,0,3.27,19.85,8678.5,168.13,1
691,21/01/2020,Worldwide,0,1.26,12.96,8732.6,169.41,1
692,20/01/2020,Worldwide,0,0.86,13.62,8641.9,166.87,1
693,19/01/2020,Worldwide,0,0.77,11.44,8706.2,166.92,1
694,18/01/2020,Worldwide,0,0.49,9.31,8916.3,174.19,1
695,17/01/2020,Worldwide,0,0.25,5.99,8913.1,170.22,1
696,16/01/2020,Worldwide,0,0.16,4.68,8726.9,164.36,1
697,15/01/2020,Worldwide,0,0.12,3.3,8818.3,166.45,1
698,14/01/2020,Worldwide,0,0.16,4.27,8829.2,166.07,1
699,13/01/2020,Worldwide,0,0.15,3.1,8111.4,143.6,1
700,12/01/2020,Worldwide,0,0.39,8.19,8187.6,146.46,1
701,11/01/2020,Worldwide,0,0.05,1.88,8024.1,142.67,1
702,10/01/2020,Worldwide,0,0.21,6.1,8187.1,144.81,1
703,09/01/2020,Worldwide,0,0.02,0.95,7842.4,137.92,1
704,08/01/2020,Worldwide,0,0.02,0.66,8059.6,140.81,1
705,07/01/2020,Worldwide,0,0.05,1.59,8155.7,143.04,1
706,06/01/2020,Worldwide,0,0.04,1.19,7759.1,144.08,1
707,05/01/2020,Worldwide,0,0.02,0.67,7372.5,135.59,1
708,04/01/2020,Worldwide,0,0.03,1.07,7376.8,134.33,1
709,03/01/2020,Worldwide,0,0,0.2,7343.1,134.27,1
710,02/01/2020,Worldwide,0,0.01,0.3,6967,127.19,1
711,01/01/2020,Worldwide,0,0,0.09,7199.8,130.75,1
